timeFrame,spX,spY,svX,svY,mpX,mpY,mvX,mvY,epX,epY,evX,evY
0,1.3180980442380281E11,6.932595517743149E10,-20961.269038160834,39853.771438465985,6.4566576E10,2.19394992E11,-22328.153610229492,8900.418281555176,1.31802832E11,6.9322288E10,-14339.906692504883,26248.29864501953
86400.0,1.2989265333348526E11,7.232425511257742E10,-22345.147486518777,34446.50597337251,6.263454640847243E10,2.2015495803938016E11,-22389.242887661614,8689.319678092634,1.3054394302442319E11,7.157985482986523E10,-14797.001015717664,26002.800247947936
172800.0,1.2794307841791222E11,7.528862366145161E10,-22785.72712291528,34174.22743855221,6.0697549356779945E10,2.2089659006940704E11,-22448.31771498426,8478.05885372851,1.2924588437702675E11,7.381560292555609E10,-15249.960573472194,25749.293767248713
259200.0,1.2595522790236339E11,7.822945866230624E10,-23228.96185144545,33899.364800091185,5.875553476605243E10,2.216199617633014E11,-22505.390507675973,8266.629759585498,1.2790887153249228E11,7.602910318209125E10,-15698.694632180157,25487.814779569202
345600.0,1.2392922237415765E11,8.114617177804439E10,-23668.51804496316,33615.50523187444,5.680867538122643E10,2.2232505936999933E11,-22560.466632155476,8055.050595124486,1.265332757592629E11,7.821966961468028E10,-16143.060154958845,25218.429464217425
432000.0,1.2186546350700137E11,8.403792700612106E10,-24102.694729714614,33321.566761016526,5.4857143477788025E10,2.2301187070350858E11,-22613.551588322203,7843.339389887597,1.2511948064663794E11,8.038662207115927E10,-16582.914982240818,24941.206655636197
518400.0,1.1976445794461447E11,8.690384331674483E10,-24530.58601403663,33017.386635088355,5.290111085039168E10,2.236803851283115E11,-22664.65100608015,7631.514003661984,1.2366788202673613E11,8.2529286461182E10,-17018.11788373675,24656.217838243887
604800.0,1.1762677850473431E11,8.974303985733852E10,-24951.526954226756,32703.086753922675,5.0940748801775185E10,2.2433059354459763E11,-22713.770641904026,7419.592126696756,1.2217888789194804E11,8.464699498491365E10,-17448.52861068083,24363.537140190027
691200.0,1.1545305048697375E11,9.255465229127199E10,-25364.955867964534,32378.913525032964,4.897622813197116E10,2.2496248837363608E11,-22760.916375453162,7207.591279972251,1.2065291830786613E11,8.673908636113959E10,-17874.00794834265,24063.241326003157
777600.0,1.1324394500340509E11,9.533784082784917E10,-25770.369735416007,32045.183256351913,4.70077191278087E10,2.255760635433157E11,-22806.094206229627,6995.528815518297,1.1909040532166637E11,8.88049060546913E10,-18294.417768769963,23755.409788112218
864000.0,1.1100017474113087E11,9.809179514130943E10,-26167.30753076827,31702.25912206066,4.503539155270105E10,2.2617131447346902E11,-22849.31025028149,6783.421916782693,1.1749179286592502E11,9.084380650308803E10,-18709.621083745587,23440.124537225984
