timeFrame,spX,spY,svX,svY,mpX,mpY,mvX,mvY,epX,epY,evX,evY
0,1.2925316890970602E11,7.381989902423772E10,-22342.812602930484,39120.60798588045,6.0697808E10,2.20896624E11,-22447.893142700195,8479.56371307373,1.29246328E11,7.3815992E10,-15247.064590454102,25756.78825378418
86400.00000000001,1.2481467252131577E11,7.621237252595132E10,-46940.99571717585,25022.858879581756,5.856136266696777E10,2.2169147106710703E11,-22510.566791388188,8246.983843011933,1.2777376040555621E11,7.62503058261678E10,-15740.43480449636,25468.740883899605
172800.00000000003,1.2073914721172E11,7.836192723322461E10,-47401.407464912394,24731.691633393657,5.661406466433496E10,2.2239487067336206E11,-22565.443622304727,8035.391290055461,1.2639457779263725E11,7.843919034971115E10,-16184.345611372675,25198.571614336335
259200.00000000003,1.1662349595091539E11,8.04853596499536E10,-47869.35625134585,24417.97887131955,5.466211134027567E10,2.2307998293784198E11,-22618.329792366963,7823.66873432424,1.2497723591584476E11,8.060439351384776E10,-16623.727492365106,24920.573049176634
345600.00000000006,1.124671605129587E11,8.25806708295811E10,-48342.93897046563,24080.544516542843,5.270567444474728E10,2.23746797400347E11,-22669.23095114085,7611.834018816076,1.2352213217911093E11,8.274524195918024E10,-17058.439296213044,24634.817198155044
432000.00000000006,1.0826971193250398E11,8.464576173240404E10,-48820.8310158448,23718.249196669,5.074492523410869E10,2.2439530513498138E11,-22718.152874383606,7399.904816874775,1.2202967613907411E11,8.486106866231978E10,-17488.340870305008,24341.37871717168
518400.00000000006,1.0403083575510376E11,8.667843687393903E10,-49301.6749684186,23330.0035071566,4.8780034460364006E10,2.2502549873550708E11,-22765.101460658898,7187.898632466094,1.20500289416519E11,8.695121316418002E10,-17913.293113410367,24040.334900354916
604800.0000000001,9.975034027581395E10,8.86764096245782E10,-49783.97891054383,22914.791246346187,4.6811172360696434E10,2.2563737230072296E11,-22810.082727997575,6975.832800503776,1.1893440560325163E11,8.90150217975361E10,-18333.15802862713,23731.76567098636
691200.0000000001,9.542816963985806E10,9.063730966206557E10,-50266.08744330236,22471.695960995814,4.483850864728916E10,2.2623092141987497E11,-22853.102810604574,6763.724487224044,1.1733247016439102E11,9.105184791375024E10,-18747.798776519474,23415.753571270456
777600.0000000001,9.106441845014474E10,9.255869283342189E10,-50746.17252904471,21999.930124248895,4.286221249742835E10,2.2680614315809973E11,-22894.167955611967,6551.590690607204,1.1569494033606259E11,9.306105210856216E10,-19157.07972841763,23092.383750932124
864000.0000000001,8.665934672706454E10,9.443805363325206E10,-51222.23375373816,21498.866429257414,4.0882452543884895E10,2.273630360419075E11,-22933.284519878547,6339.448240844767,1.1402228501848068E11,9.504200244684381E10,-19560.866519851956,22761.743954626243
950400.0000000001,8.221339453333942E10,9.627284045236366E10,-51692.105666915326,20968.07048681202,3.889939686557068E10,2.2790160004470685E11,-22970.458966835937,6127.313800850726,1.123149846644091E11,9.69940746862142E10,-19959.026104092416,22423.924508143664
1036800.0000000001,7.772719567399666E10,9.806047367854782E10,-52153.47185736452,20407.333970206953,3.691321297846498E10,2.2842183657237546E11,-23005.697863381512,5915.2038668155155,1.1057353116299284E11,9.891665249940959E10,-20351.426805763625,22079.018303399036
1123200.0000000002,7.320158988385637E10,9.979836663780013E10,-52603.885924449205,19816.707000230817,3.492406782680799E10,2.2892374844888074E11,-23039.00787681819,5703.134768801275,1.0879842771895522E11,1.0080912769530386E11,-20737.93837450495,21727.12078218651
1209600.0000000002,6.863763289868372E10,1.0148394924977979E11,-53040.79950997471,19196.528333334274,3.293212777455591E10,2.2940733990195343E11,-23070.395771841075,5491.122671377007,1.0699018872715778E11,1.026709004384718E11,-21118.432038644427,21368.329918690328
1296000.0000000002,6.403660380017312E10,1.0311469413884457E11,-53461.59733711686,18547.451734292805,3.0937558597094933E10,2.2987261654881793E11,-23099.868407571183,5279.183574292283,1.0514933964252339E11,1.0450137946718657E11,-21492.78055885443,21002.74620073807
1382400.0000000002,5.94000090438256E10,1.0468814479699974E11,-53863.63885573318,17870.466811208335,2.894052547320928E10,2.3031958538198227E11,-23127.43273463608,5067.333313188169,1.0327641684532553E11,1.0629998230974294E11,-21860.858281756347,20630.472609785105
1468800.0000000002,5.472958263139554E10,1.0620194524562062E11,-54244.30566704763,17166.91259519468,2.694119297729942E10,2.30748254755091E11,-23153.095792297572,4855.5875603440045,1.0137196750184952E11,1.0806613549899623E11,-22222.54119344086,20251.614599619905
1555200.0000000002,5.0027281980931335E10,1.0765387049930971E11,-54601.05343781304,16438.482284420294,2.4939725071846493E10,2.3115863436884433E11,-23176.8647056263,4643.961825458798,9.943654942043437E10,1.0979927478500577E11,-22577.70697286969,19866.28007378072
1641600.0000000002,4.52952791787049E10,1.090418570099365E11,-54931.46656093194,15687.217857257103,2.2936285100118786E10,2.3155073525698657E11,-23198.746682723307,4432.471456465909,9.747073090290714E10,1.1149884534567046E11,-22926.23504512403,19474.579361675063
1728000.0000000002,4.053594746550042E10,1.1036403217467834E11,-55233.313427099674,14915.493692247474,2.093103577911624E10,2.319245697723652E11,-23218.749011988384,4221.131640379824,9.547509059142473E10,1.1316430199524577E11,-23268.006634464353,19076.625193394633
1814400.0000000002,3.575184300732078E10,1.116187419408638E11,-55504.59989194502,14125.988895324912,1.8924139192749023E10,2.322801515730657E11,-23236.879059435134,4009.9574041737405,9.345021731074034E10,1.1479510939062752E11,-23602.904817165545,18672.53267321913
1900800.0000000002,3.0945682215820244E10,1.1280457554234608E11,-55743.61840111332,13321.648689738127,1.6915756785245886E10,2.326174956086226E11,-23253.144266052703,3798.9636156867828,9.139670990591624E10,1.163907422352897E11,-23930.814574091008,18262.419251803713
1987200.0000000002,2.612031510150883E10,1.1392038646272903E11,-55948.990304104474,12505.635916823332,1.4906049354788698E10,2.329366181063111E11,-23267.552145213842,3588.164984559669,8.931517707550697E10,1.1795068548076236E11,-24251.622842968573,17846.40469704576
2073600.0000000002,2.127869534585167E10,1.1496530884047765E11,-56119.69915871064,11681.274360060142,1.2895177047368732E10,2.3323753655751956E11,-23280.110280129393,3377.5760631976545,8.720623720023941E10,1.1947443452553502E11,-24565.21857033077,17424.611063627955
2160000.0000000005,1.6423847949633436E10,1.1593876870433281E11,-56255.11328963137,10851.986171739049,1.0883299350861002E10,2.3352026970420694E11,-23290.826321348828,3167.211247759631,8.507051816722217E10,1.209614954112715E11,-24871.492763081525,16997.16266123575
2246400.0000000005,1.1558835439304798E10,1.1684048964332945E11,-56354.9964807252,10021.226089225733,8.870575089312506E9,2.3378483752544714E11,-23299.70798430668,2957.084779172249,8.290865718971597E10,1.2241138501622153E11,-25170.33853965095,16564.18602144833
2332800.0000000005,6.686723679503956E9,1.1767049275824283E11,-56419.50639320576,9192.415331198004,6.857162417440506E9,2.3403126122406134E11,-23306.76304691466,2747.2107441679937,8.072130062250418E10,1.2382363124571413E11,-25461.65118069946,16125.809863303899
2419200.0000000005,1.8105483431402845E9,1.1842909099170341E11,-56449.18104186671,8368.878042324652,4.8432188153368845E9,2.3425956321334116E11,-23311.999347199257,2537.6030763461235,7.850910377290329E10,1.2519777321961888E11,-25745.328179332195,15682.165057540644
2505600.0000000005,-3.0667169688252983E9,1.1911687817314056E11,-56444.91435539572,7553.782913826122,2.8289010833746715E9,2.34469767103865E11,-23315.424780984526,2328.2755572554506,7.627273070745703E10,1.2653336145666054E11,-26021.269290784425,15233.38458951674
2592000.0000000005,-7.942190080615475E9,1.1973471332440552E11,-56407.92243010851,6750.092179107959,8.143653373127995E8,2.3466189769040808E11,-23317.047299619808,2119.241817497925,7.401285405436269E10,1.2782995805547275E11,-26289.37658153843,14779.603520813445
2678400.0000000005,-1.2813106349245714E10,1.202837009383444E11,-56339.70251073785,5960.5196200879955,-1.2002329964047196E9,2.3483598093894894E11,-23316.874907752135,1910.5153378520201,7.173015480167877E10,1.2908713687227791E11,-26549.55447783202,14320.958949527127
2764800.0000000005,-1.7676840995276943E10,1.207651680567292E11,-56241.9869710771,5187.498584188668,-3.2147391851590796E9,2.349920439737742E11,-23314.91566114289,1702.109450414966,6.942532209137009E10,1.3030448369507967E11,-26801.709813518868,13857.589969256962
2851200.0000000005,-2.2530927325380096E10,1.2118063903241115E11,-56116.69461861674,4433.160369137012,-5.228999194480228E9,2.351301150646822E11,-23311.17766452866,1494.0373397628505,6.7099053009246864E10,1.3148159641425574E11,-27045.751877240622,13389.637626796773
2937600.0000000005,-2.7373070712195023E10,1.215318088652893E11,-55965.881529114784,3699.3227404667405,-7.242859692187492E9,2.3525022361428818E11,-23305.66906952574,1286.3120441276717,6.475205237085892E10,1.3261808518944037E11,-27281.59245887087,12917.244878540589
3024000.0000000005,-3.2201158377422577E10,1.2182051595907684E11,-55791.69336318322,2987.4878491149575,-9.25616805235102E9,2.3535240014543164E11,-23298.398072578002,1078.9464565904282,6.2385032503410706E10,1.3371357261258395E11,-27509.145895190708,12440.556545612939
3110400.0000000005,-3.701326517827048E10,1.2204871506539157E11,-55596.32077007762,2298.848440976434,-1.1268772359077774E10,2.3543667628868686E11,-23289.372912947903,871.9533262893677,5.9998713023764175E10,1.3476769386708229E11,-27728.329114756165,11959.719267736364
3196800.0000000005,-4.180765571917387E10,1.2221845107448468E11,-55381.95908845233,1634.3010067566534,-1.3280521410125822E10,2.3550308476997952E11,-23278.601870750146,665.345259642512,5.759382061260145E10,1.357800968828653E11,-27939.06168191752,11474.881455849923
3283200.0000000005,-4.658278319773922E10,1.2233183418923923E11,-55150.77315057785,994.4644040418186,-1.5291264720350552E10,2.355516593983086E11,-23266.093265027626,459.13472158363373,5.517108878482246E10,1.3675044248733894E11,-28141.265839950698,10986.193243493883
3369600.0000000005,-5.133728544692749E10,1.2239101689127132E11,-54904.86761836577,379.70247813210915,-1.7300852524986435E10,2.355824350535763E11,-23251.855451869418,253.3340368108495,5.2731257656255714E10,1.376784045520737E11,-28334.866553261447,10493.806436977238
3456000.0000000005,-5.6069978657847145E10,1.2239817298369763E11,-54646.26294981744,-209.85070893973204,-1.9309135782768032E10,2.355954476745258E11,-23235.896822570292,47.9553910470369,5.027507370676422E10,1.385636701351361E11,-28519.791548622845,9997.874464346076
3542400.0000000005,-6.077984926400482E10,1.2235547888092064E11,-54376.876826674496,-774.264286076498,-2.1315966178893745E10,2.3559073424678873E11,-23218.22580183135,-156.98916768871348,4.780328953983135E10,1.3940593961895923E11,-28695.97135540739,9498.552323172209
3628800.0000000005,-6.5466044444068474E10,1.2226509721597585E11,-54098.510672860146,-1313.7836784846313,-2.3321196127835846E10,2.355683327910428E11,-23198.850846001544,-361.4877277993646,4.5316663638715836E10,1.402049268436529E11,-28863.33934477506,8995.996527182959
3715200.0000000005,-7.012786166184706E10,1.2212916275292137E11,-53812.84075664896,-1828.8042713607629,-2.5324678776000328E10,2.3552828235128098E11,-23177.78044135947,-565.5285128186624,4.281596011926713E10,1.409603592356527E11,-29021.83176777921,8490.365051754185
3801600.0000000005,-7.47647376145861E10,1.2194977052607521E11,-53521.41329055334,-2319.8462928593312,-2.7326268004240116E10,2.354706229831918E11,-23155.023102435072,-769.0998801110484,4.030194847949666E10,1.416719779316112E11,-29171.387792352733,7981.8172782904
3888000.0000000005,-7.93762369084075E10,1.2172896607897853E11,-53225.64291211143,-2787.531390922026,-2.9325818430224754E10,2.3539539574265326E11,-23130.587370370955,-972.1903195634599,3.777540334600314E10,1.423395378974376E11,-29311.949539137382,7470.513937516789
3974400.0000000005,-8.396204072648961E10,1.2146873764226524E11,-52926.8139355264,-3232.5612134817447,-3.1323185410670525E10,2.353026426743394E11,-23104.481811322654,-1174.7884522697004,3.523710421735354E10,1.4296280804239026E11,-29443.462116119732,6956.617051709648
4060800.0000000005,-8.852193570418195E10,1.2117101006909576E11,-52626.083798094085,-3655.6981619887633,-3.3318225043433735E10,2.3519240680044107E11,-23076.71501489761,-1376.8830292080465,3.2687835204524364E10,1.4354157132813394E11,-29565.873652038073,6440.289875892907
4147200.0000000005,-9.305580317762239E10,1.2083764033719746E11,-52324.488177274274,-4057.7483753118063,-3.531079416947093E10,2.3506473210950177E11,-23047.295592632247,-1578.4629299127464,3.012838476851085E10,1.440756248726726E11,-29679.135328524866,5921.696838029907
4233600.000000001,-9.756360892976906E10,1.2047041442557063E11,-52022.94731631651,-4439.5469138375975,-3.730075037466919E10,2.3491966354536725E11,-23016.23217650683,-1779.5171611400376,2.7559545455214996E10,1.445647800490726E11,-29783.201410950736,5401.0034782407565
4320000.000000001,-1.0204539352067921E11,1.2007104537944627E11,-51722.273162400495,-4801.945049625964,-3.92879519915495E10,2.347572469962519E11,-22983.533417497503,-1980.0348555293078,2.498211362772603E10,1.4500886257889313E11,-29878.02927793614,4878.3763870770645
4406400.000000001,-1.065012632574948E11,1.1964117238724385E11,-51423.176986741375,-5145.79952460735,-4.1272258100846985E10,2.3457752928392032E11,-22949.207984165216,-2180.0052702600033,2.2396889196109688E10,1.454077126202437E11,-29963.579449498244,4353.983142886994
4492800.000000001,-1.109313818337405E11,1.1918236070648343E11,-51126.27721791168,-5471.963611590979,-4.325352853297041E10,2.3438055815298486E11,-22913.264561280757,-2379.4177857048635,1.9804675344825764E10,1.4576118485039285E11,-30039.815613801144,3827.9922483049186
