X,Y,VX,VY
-7.321036949195427E+07,1.277072149024065E+08,-2.632966668092705E+01,-1.491565124737203E+01
-7.547387569943210E+07,1.263987130051050E+08,-2.606494067113633E+01,-1.537302459414668E+01
-7.771415462267883E+07,1.250508832676783E+08,-2.579199903332766E+01,-1.582598751478352E+01
-7.993049677500904E+07,1.236641147129334E+08,-2.551085068400940E+01,-1.627435470145998E+01
-8.212219365068622E+07,1.222388126696374E+08,-2.522150902299316E+01,-1.671793351656727E+01
-8.428853804323505E+07,1.207753995654940E+08,-2.492399074970992E+01,-1.715651995524972E+01
-8.642882438636184E+07,1.192743161421787E+08,-2.461831776684757E+01,-1.758989311091090E+01
-8.854234943134199E+07,1.177360231598380E+08,-2.430452320137917E+01,-1.801780970748293E+01
-9.062841363946830E+07,1.161610034880644E+08,-2.398266190065387E+01,-1.844000108300253E+01
-9.268632364245287E+07,1.145497642460370E+08,-2.365282431221289E+01,-1.885617556162983E+01
-9.471539594144450E+07,1.129028384114511E+08,-2.331515056476191E+01,-1.926602865895596E+01
-9.671496165577659E+07,1.112207851882901E+08,-2.296983978517515E+01,-1.966926137811196E+01
-9.868437168826628E+07,1.095041885483843E+08,-2.261714976402270E+01,-2.006560334083698E+01
-1.006230013559317E+08,1.077536537849115E+08,-2.225738494303747E+01,-2.045483450769573E+01
-1.025302535534998E+08,1.059698024899986E+08,-2.189087525406179E+01,-2.083679903771266E+01
-1.044055599036868E+08,1.041532668104434E+08,-2.151795180707394E+01,-2.121140796117865E+01
-1.062483799017870E+08,1.023046839297157E+08,-2.113892564909618E+01,-2.157863177932968E+01
-1.080581984989626E+08,1.004246914827521E+08,-2.075407316763546E+01,-2.193848704697776E+01
-1.098345227315464E+08,9.851392423137662E+07,-2.036362843307885E+01,-2.229102121735325E+01
-1.115768779314671E+08,9.657301202136375E+07,-1.996778082031089E+01,-2.263629840310786E+01
-1.132848038900850E+08,9.460257889558248E+07,-1.956667605201007E+01,-2.297438687747723E+01
-1.149578512187004E+08,9.260324321579321E+07,-1.916041961341641E+01,-2.330534818006453E+01
-1.165955780962962E+08,9.057561866160636E+07,-1.874908230203052E+01,-2.362922772989084E+01
-1.181975475890189E+08,8.852031596161407E+07,-1.833270788869876E+01,-2.394604738158275E+01
-1.197633257091659E+08,8.643794515448573E+07,-1.791132244459769E+01,-2.425580074326719E+01
-1.212924803142900E+08,8.432911810976738E+07,-1.748494423026262E+01,-2.455845191130629E+01
-1.227845808314473E+08,8.219445100802341E+07,-1.705359265393012E+01,-2.485393760284615E+01
-1.242391986654093E+08,8.003456651743801E+07,-1.661729496510753E+01,-2.514217185222043E+01
-1.256559080588893E+08,7.785009550263406E+07,-1.617608997039004E+01,-2.542305189127454E+01
-1.270342871445820E+08,7.564167822784297E+07,-1.573002882589098E+01,-2.569646374436172E+01
-1.283739189619345E+08,7.340996513316090E+07,-1.527917357764682E+01,-2.596228635378559E+01
-1.296743922866308E+08,7.115561734610356E+07,-1.482359447292856E+01,-2.622039349646596E+01
-1.309353022165527E+08,6.887930713540618E+07,-1.436336721378434E+01,-2.647065318611933E+01
-1.321562505626410E+08,6.658171852356435E+07,-1.389857140256131E+01,-2.671292464300294E+01
