X,Y
-1.481298258787723E+08,-1.874581108005049E+07
-1.478265171127236E+08,-2.130702554211797E+07
-1.474789682404975E+08,-2.386189563268464E+07
-1.470873302915495E+08,-2.640959447745525E+07
-1.466517885910457E+08,-2.894930462633439E+07
-1.461725588433376E+08,-3.148022535168522E+07
-1.456498808093341E+08,-3.400157731234787E+07
-1.450840114075348E+08,-3.651260404708192E+07
-1.444752187714319E+08,-3.901257089287290E+07
-1.438237779819293E+08,-4.150076244574316E+07
-1.431299684498184E+08,-4.397647958237565E+07
-1.423940725373327E+08,-4.643903666740020E+07
-1.416163749481107E+08,-4.888775918571658E+07
-1.407971625274516E+08,-5.132198179378207E+07
-1.399367242681738E+08,-5.374104668131716E+07
-1.390353514420929E+08,-5.614430212858690E+07
-1.380933378503315E+08,-5.853110118483353E+07
-1.371109802097450E+08,-6.090080044328627E+07
-1.360885786819459E+08,-6.325275892351767E+07
-1.350264375252184E+08,-6.558633708102705E+07
-1.339248658278981E+08,-6.790089594646591E+07
-1.327841782803933E+08,-7.019579636205874E+07
-1.316046959707376E+08,-7.247039824580652E+07
-1.303867472464829E+08,-7.472405979290156E+07
-1.291306687677530E+08,-7.695613653749195E+07
-1.278368069671211E+08,-7.916598026733267E+07
-1.265055201994534E+08,-8.135293792973197E+07
-1.251371818483485E+08,-8.351635089685518E+07
-1.237321844646645E+08,-8.565555523006864E+07
-1.222909445704976E+08,-8.776988375652307E+07
